time,abgw_fds,instance
25_05_16:15,436,10.253.40.17:44444
25_05_16:20,443,10.253.40.17:44444
25_05_16:25,471,10.253.40.17:44444
25_05_16:30,455,10.253.40.17:44444
25_05_16:35,444,10.253.40.17:44444
25_05_16:40,427,10.253.40.17:44444
25_05_16:45,429,10.253.40.17:44444
25_05_16:50,421,10.253.40.17:44444
25_05_16:55,438,10.253.40.17:44444
25_05_16:00,564,10.253.40.18:44444
25_05_16:05,524,10.253.40.18:44444
25_05_16:10,544,10.253.40.18:44444
25_05_16:15,558,10.253.40.18:44444
25_05_16:20,616,10.253.40.18:44444
25_05_16:25,622,10.253.40.18:44444
25_05_16:30,607,10.253.40.18:44444
25_05_16:35,587,10.253.40.18:44444
25_05_16:40,591,10.253.40.18:44444
25_05_16:45,610,10.253.40.18:44444
25_05_16:50,626,10.253.40.18:44444
25_05_16:55,632,10.253.40.18:44444
25_05_16:00,390,10.253.40.19:44444
25_05_16:05,417,10.253.40.19:44444
25_05_16:10,440,10.253.40.19:44444
25_05_16:15,459,10.253.40.19:44444
25_05_16:20,434,10.253.40.19:44444
25_05_16:25,411,10.253.40.19:44444
25_05_16:30,422,10.253.40.19:44444
25_05_16:35,438,10.253.40.19:44444
25_05_16:40,438,10.253.40.19:44444
25_05_16:45,458,10.253.40.19:44444
25_05_16:50,464,10.253.40.19:44444
25_05_16:55,464,10.253.40.19:44444
25_05_16:00,521,10.253.40.20:44444
25_05_16:05,535,10.253.40.20:44444
25_05_16:10,540,10.253.40.20:44444
25_05_16:15,534,10.253.40.20:44444
25_05_16:20,549,10.253.40.20:44444
25_05_16:25,553,10.253.40.20:44444
25_05_16:30,535,10.253.40.20:44444
25_05_16:35,549,10.253.40.20:44444
25_05_16:40,539,10.253.40.20:44444
25_05_16:45,596,10.253.40.20:44444
25_05_16:50,598,10.253.40.20:44444
25_05_16:55,591,10.253.40.20:44444
25_05_16:00,517,10.253.40.21:44444
25_05_16:05,534,10.253.40.21:44444
25_05_16:10,538,10.253.40.21:44444
25_05_16:15,521,10.253.40.21:44444
25_05_16:20,490,10.253.40.21:44444
25_05_16:25,465,10.253.40.21:44444
25_05_16:30,485,10.253.40.21:44444
25_05_16:35,490,10.253.40.21:44444
25_05_16:40,489,10.253.40.21:44444
25_05_16:45,575,10.253.40.21:44444
25_05_16:50,576,10.253.40.21:44444
25_05_16:55,557,10.253.40.21:44444
25_05_16:00,430,10.253.40.22:44444
25_05_16:05,440,10.253.40.22:44444
25_05_16:10,454,10.253.40.22:44444
25_05_16:15,444,10.253.40.22:44444
25_05_16:20,416,10.253.40.22:44444
25_05_16:25,424,10.253.40.22:44444
25_05_16:30,429,10.253.40.22:44444
25_05_16:35,433,10.253.40.22:44444
25_05_16:40,461,10.253.40.22:44444
25_05_16:45,479,10.253.40.22:44444
25_05_16:50,501,10.253.40.22:44444
25_05_16:55,468,10.253.40.22:44444
25_05_16:00,481,10.253.40.23:44444
25_05_16:05,525,10.253.40.23:44444
25_05_16:10,560,10.253.40.23:44444
25_05_16:15,534,10.253.40.23:44444
25_05_16:20,526,10.253.40.23:44444
25_05_16:25,535,10.253.40.23:44444
25_05_16:30,511,10.253.40.23:44444
25_05_16:35,524,10.253.40.23:44444
25_05_16:40,520,10.253.40.23:44444
25_05_16:45,538,10.253.40.23:44444
25_05_16:50,516,10.253.40.23:44444
25_05_16:55,480,10.253.40.23:44444
25_05_16:00,522,10.253.40.24:44444
25_05_16:05,488,10.253.40.24:44444
25_05_16:10,520,10.253.40.24:44444
25_05_16:15,564,10.253.40.24:44444
25_05_16:20,586,10.253.40.24:44444
25_05_16:25,587,10.253.40.24:44444
25_05_16:30,565,10.253.40.24:44444
25_05_16:35,554,10.253.40.24:44444
25_05_16:40,529,10.253.40.24:44444
25_05_16:45,610,10.253.40.24:44444
25_05_16:50,609,10.253.40.24:44444
25_05_16:55,643,10.253.40.24:44444
25_05_16:00,435,10.253.40.25:44444
25_05_16:05,453,10.253.40.25:44444
25_05_16:10,441,10.253.40.25:44444
25_05_16:15,419,10.253.40.25:44444
25_05_16:20,417,10.253.40.25:44444
25_05_16:25,394,10.253.40.25:44444
25_05_16:30,433,10.253.40.25:44444
25_05_16:35,455,10.253.40.25:44444
25_05_16:40,430,10.253.40.25:44444
25_05_16:45,504,10.253.40.25:44444
25_05_16:50,529,10.253.40.25:44444
25_05_16:55,541,10.253.40.25:44444
25_05_16:00,368,10.253.40.26:44444
25_05_16:05,369,10.253.40.26:44444
25_05_16:10,386,10.253.40.26:44444
25_05_16:15,403,10.253.40.26:44444
25_05_16:20,433,10.253.40.26:44444
25_05_16:25,415,10.253.40.26:44444
25_05_16:30,396,10.253.40.26:44444
25_05_16:35,403,10.253.40.26:44444
25_05_16:40,410,10.253.40.26:44444
25_05_16:45,453,10.253.40.26:44444
25_05_16:50,468,10.253.40.26:44444
25_05_16:55,470,10.253.40.26:44444
25_05_16:00,655,10.253.40.27:44444
25_05_16:05,700,10.253.40.27:44444
25_05_16:10,728,10.253.40.27:44444
25_05_16:15,729,10.253.40.27:44444
25_05_16:20,703,10.253.40.27:44444
25_05_16:25,706,10.253.40.27:44444
25_05_16:30,755,10.253.40.27:44444
25_05_16:35,758,10.253.40.27:44444
25_05_16:40,698,10.253.40.27:44444
25_05_16:45,704,10.253.40.27:44444
25_05_16:50,685,10.253.40.27:44444
25_05_16:55,665,10.253.40.27:44444
25_05_16:00,439,10.253.40.28:44444
25_05_16:05,452,10.253.40.28:44444
25_05_16:10,472,10.253.40.28:44444
25_05_16:15,477,10.253.40.28:44444
25_05_16:20,451,10.253.40.28:44444
25_05_16:25,454,10.253.40.28:44444
25_05_16:30,443,10.253.40.28:44444
25_05_16:35,456,10.253.40.28:44444
25_05_16:40,496,10.253.40.28:44444
25_05_16:45,495,10.253.40.28:44444
25_05_16:50,450,10.253.40.28:44444
25_05_16:55,449,10.253.40.28:44444
25_05_16:00,551,10.253.40.29:44444
25_05_16:05,549,10.253.40.29:44444
25_05_16:10,509,10.253.40.29:44444
25_05_16:15,501,10.253.40.29:44444
25_05_16:20,448,10.253.40.29:44444
25_05_16:25,465,10.253.40.29:44444
25_05_16:30,478,10.253.40.29:44444
25_05_16:35,485,10.253.40.29:44444
25_05_16:40,530,10.253.40.29:44444
25_05_16:45,530,10.253.40.29:44444
25_05_16:50,512,10.253.40.29:44444
25_05_16:55,532,10.253.40.29:44444
25_05_16:00,436,10.253.40.30:44444
25_05_16:05,473,10.253.40.30:44444
25_05_16:10,487,10.253.40.30:44444
25_05_16:15,475,10.253.40.30:44444
25_05_16:20,527,10.253.40.30:44444
25_05_16:25,593,10.253.40.30:44444
25_05_16:30,563,10.253.40.30:44444
25_05_16:35,501,10.253.40.30:44444
25_05_16:40,524,10.253.40.30:44444
25_05_16:45,559,10.253.40.30:44444
25_05_16:50,603,10.253.40.30:44444
25_05_16:55,628,10.253.40.30:44444
25_05_16:00,475,10.253.40.31:44444
25_05_16:05,473,10.253.40.31:44444
25_05_16:10,471,10.253.40.31:44444
25_05_16:15,477,10.253.40.31:44444
25_05_16:20,451,10.253.40.31:44444
25_05_16:25,475,10.253.40.31:44444
25_05_16:30,512,10.253.40.31:44444
25_05_16:35,504,10.253.40.31:44444
25_05_16:40,493,10.253.40.31:44444
25_05_16:45,471,10.253.40.31:44444
25_05_16:50,449,10.253.40.31:44444
25_05_16:55,451,10.253.40.31:44444
25_05_16:00,476,10.253.40.32:44444
25_05_16:05,484,10.253.40.32:44444
25_05_16:10,494,10.253.40.32:44444
25_05_16:15,504,10.253.40.32:44444
25_05_16:20,495,10.253.40.32:44444
25_05_16:25,508,10.253.40.32:44444
25_05_16:30,498,10.253.40.32:44444
25_05_16:35,506,10.253.40.32:44444
25_05_16:40,482,10.253.40.32:44444
25_05_16:45,466,10.253.40.32:44444
25_05_16:50,474,10.253.40.32:44444
25_05_16:55,487,10.253.40.32:44444
25_05_16:00,10,10.253.40.33:44444
25_05_16:05,9,10.253.40.33:44444
25_05_16:10,11,10.253.40.33:44444
25_05_16:15,10,10.253.40.33:44444
25_05_16:20,10,10.253.40.33:44444
25_05_16:25,11,10.253.40.33:44444
25_05_16:30,8,10.253.40.33:44444
25_05_16:35,10,10.253.40.33:44444
25_05_16:40,15,10.253.40.33:44444
25_05_16:45,16,10.253.40.33:44444
25_05_16:50,16,10.253.40.33:44444
25_05_16:55,15,10.253.40.33:44444
25_05_16:00,53,10.253.40.34:44444
25_05_16:05,36,10.253.40.34:44444
25_05_16:10,26,10.253.40.34:44444
25_05_16:15,28,10.253.40.34:44444
25_05_16:20,39,10.253.40.34:44444
25_05_16:25,41,10.253.40.34:44444
25_05_16:30,38,10.253.40.34:44444
25_05_16:35,38,10.253.40.34:44444
25_05_16:40,54,10.253.40.34:44444
25_05_16:45,50,10.253.40.34:44444
25_05_16:50,38,10.253.40.34:44444
25_05_16:55,44,10.253.40.34:44444
25_05_16:00,42,10.253.40.35:44444
25_05_16:05,45,10.253.40.35:44444
25_05_16:10,98,10.253.40.35:44444
25_05_16:15,98,10.253.40.35:44444
25_05_16:20,83,10.253.40.35:44444
25_05_16:25,44,10.253.40.35:44444
25_05_16:30,42,10.253.40.35:44444
25_05_16:35,41,10.253.40.35:44444
25_05_16:40,41,10.253.40.35:44444
25_05_16:45,42,10.253.40.35:44444
25_05_16:50,40,10.253.40.35:44444
25_05_16:55,42,10.253.40.35:44444
25_05_16:00,26,10.253.40.36:44444
25_05_16:05,24,10.253.40.36:44444
25_05_16:10,28,10.253.40.36:44444
25_05_16:15,32,10.253.40.36:44444
25_05_16:20,34,10.253.40.36:44444
25_05_16:25,45,10.253.40.36:44444
25_05_16:30,45,10.253.40.36:44444
25_05_16:35,39,10.253.40.36:44444
25_05_16:40,36,10.253.40.36:44444
25_05_16:45,20,10.253.40.36:44444
25_05_16:50,17,10.253.40.36:44444
25_05_16:55,19,10.253.40.36:44444
25_05_17:00,516,10.253.40.11:44444
25_05_17:05,508,10.253.40.11:44444
25_05_17:10,519,10.253.40.11:44444
25_05_17:15,508,10.253.40.11:44444
25_05_17:20,501,10.253.40.11:44444
25_05_17:25,505,10.253.40.11:44444
25_05_17:30,506,10.253.40.11:44444
25_05_17:35,480,10.253.40.11:44444
25_05_17:40,518,10.253.40.11:44444
25_05_17:45,516,10.253.40.11:44444
25_05_17:50,531,10.253.40.11:44444
25_05_17:55,508,10.253.40.11:44444
25_05_17:00,630,10.253.40.12:44444
25_05_17:05,644,10.253.40.12:44444
25_05_17:10,722,10.253.40.12:44444
25_05_17:15,695,10.253.40.12:44444
25_05_17:20,687,10.253.40.12:44444
25_05_17:25,678,10.253.40.12:44444
25_05_17:30,649,10.253.40.12:44444
25_05_17:35,615,10.253.40.12:44444
25_05_17:40,585,10.253.40.12:44444
25_05_17:45,621,10.253.40.12:44444
25_05_17:50,643,10.253.40.12:44444
25_05_17:55,596,10.253.40.12:44444
25_05_17:00,564,10.253.40.13:44444
25_05_17:05,552,10.253.40.13:44444
25_05_17:10,532,10.253.40.13:44444
25_05_17:15,525,10.253.40.13:44444
25_05_17:20,533,10.253.40.13:44444
25_05_17:25,530,10.253.40.13:44444
25_05_17:30,535,10.253.40.13:44444
25_05_17:35,557,10.253.40.13:44444
25_05_17:40,563,10.253.40.13:44444
25_05_17:45,570,10.253.40.13:44444
25_05_17:50,558,10.253.40.13:44444
25_05_17:55,551,10.253.40.13:44444
25_05_17:00,508,10.253.40.14:44444
25_05_17:05,522,10.253.40.14:44444
25_05_17:10,515,10.253.40.14:44444
25_05_17:15,515,10.253.40.14:44444
25_05_17:20,511,10.253.40.14:44444
25_05_17:25,484,10.253.40.14:44444
25_05_17:30,484,10.253.40.14:44444
25_05_17:35,486,10.253.40.14:44444
25_05_17:40,510,10.253.40.14:44444
25_05_17:45,504,10.253.40.14:44444
25_05_17:50,510,10.253.40.14:44444
25_05_17:55,489,10.253.40.14:44444
25_05_17:00,555,10.253.40.15:44444
25_05_17:05,539,10.253.40.15:44444
25_05_17:10,527,10.253.40.15:44444
25_05_17:15,554,10.253.40.15:44444
25_05_17:20,565,10.253.40.15:44444
25_05_17:25,538,10.253.40.15:44444
25_05_17:30,553,10.253.40.15:44444
25_05_17:35,534,10.253.40.15:44444
25_05_17:40,526,10.253.40.15:44444
25_05_17:45,514,10.253.40.15:44444
25_05_17:50,533,10.253.40.15:44444
25_05_17:55,543,10.253.40.15:44444
25_05_17:00,422,10.253.40.17:44444
25_05_17:05,411,10.253.40.17:44444
25_05_17:10,421,10.253.40.17:44444
25_05_17:15,423,10.253.40.17:44444
25_05_17:20,437,10.253.40.17:44444
25_05_17:25,458,10.253.40.17:44444
25_05_17:30,460,10.253.40.17:44444
25_05_17:35,477,10.253.40.17:44444
25_05_17:40,473,10.253.40.17:44444
25_05_17:45,474,10.253.40.17:44444
25_05_17:50,469,10.253.40.17:44444
25_05_17:55,508,10.253.40.17:44444
25_05_17:00,615,10.253.40.18:44444
25_05_17:05,613,10.253.40.18:44444
25_05_17:10,641,10.253.40.18:44444
25_05_17:15,641,10.253.40.18:44444
25_05_17:20,621,10.253.40.18:44444
25_05_17:25,598,10.253.40.18:44444
25_05_17:30,589,10.253.40.18:44444
25_05_17:35,581,10.253.40.18:44444
25_05_17:40,569,10.253.40.18:44444
25_05_17:45,561,10.253.40.18:44444
25_05_17:50,580,10.253.40.18:44444
25_05_17:55,602,10.253.40.18:44444
25_05_17:00,433,10.253.40.19:44444
25_05_17:05,413,10.253.40.19:44444
25_05_17:10,433,10.253.40.19:44444
25_05_17:15,440,10.253.40.19:44444
25_05_17:20,460,10.253.40.19:44444
25_05_17:25,435,10.253.40.19:44444
25_05_17:30,450,10.253.40.19:44444
25_05_17:35,436,10.253.40.19:44444
25_05_17:40,441,10.253.40.19:44444
25_05_17:45,414,10.253.40.19:44444
25_05_17:50,406,10.253.40.19:44444
25_05_17:55,403,10.253.40.19:44444
25_05_17:00,597,10.253.40.20:44444
25_05_17:05,587,10.253.40.20:44444
25_05_17:10,590,10.253.40.20:44444
25_05_17:15,566,10.253.40.20:44444
25_05_17:20,540,10.253.40.20:44444
25_05_17:25,552,10.253.40.20:44444
25_05_17:30,544,10.253.40.20:44444
25_05_17:35,525,10.253.40.20:44444
25_05_17:40,483,10.253.40.20:44444
25_05_17:45,480,10.253.40.20:44444
25_05_17:50,478,10.253.40.20:44444
25_05_17:55,495,10.253.40.20:44444
25_05_17:00,477,10.253.40.21:44444
25_05_17:05,504,10.253.40.21:44444
25_05_17:10,519,10.253.40.21:44444
25_05_17:15,538,10.253.40.21:44444
25_05_17:20,571,10.253.40.21:44444
25_05_17:25,577,10.253.40.21:44444
25_05_17:30,564,10.253.40.21:44444
25_05_17:35,546,10.253.40.21:44444
25_05_17:40,527,10.253.40.21:44444
25_05_17:45,537,10.253.40.21:44444
25_05_17:50,532,10.253.40.21:44444
25_05_17:55,526,10.253.40.21:44444
25_05_17:00,450,10.253.40.22:44444
25_05_17:05,462,10.253.40.22:44444
25_05_17:10,473,10.253.40.22:44444
25_05_17:15,452,10.253.40.22:44444
25_05_17:20,444,10.253.40.22:44444
25_05_17:25,446,10.253.40.22:44444
25_05_17:30,465,10.253.40.22:44444
25_05_17:35,483,10.253.40.22:44444
25_05_17:40,470,10.253.40.22:44444
25_05_17:45,467,10.253.40.22:44444
25_05_17:50,475,10.253.40.22:44444
25_05_17:55,461,10.253.40.22:44444
25_05_17:00,463,10.253.40.23:44444
25_05_17:05,480,10.253.40.23:44444
25_05_17:10,493,10.253.40.23:44444
25_05_17:15,485,10.253.40.23:44444
25_05_17:20,492,10.253.40.23:44444
25_05_17:25,527,10.253.40.23:44444
25_05_17:30,526,10.253.40.23:44444
25_05_17:35,530,10.253.40.23:44444
25_05_17:40,491,10.253.40.23:44444
25_05_17:45,495,10.253.40.23:44444
25_05_17:50,508,10.253.40.23:44444
25_05_17:55,535,10.253.40.23:44444
25_05_17:00,593,10.253.40.24:44444
25_05_17:05,623,10.253.40.24:44444
25_05_17:10,592,10.253.40.24:44444
25_05_17:15,609,10.253.40.24:44444
25_05_17:20,579,10.253.40.24:44444
25_05_17:25,585,10.253.40.24:44444
25_05_17:30,585,10.253.40.24:44444
25_05_17:35,592,10.253.40.24:44444
25_05_17:40,586,10.253.40.24:44444
25_05_17:45,571,10.253.40.24:44444
25_05_17:50,593,10.253.40.24:44444
25_05_17:55,559,10.253.40.24:44444
25_05_17:00,555,10.253.40.25:44444
25_05_17:05,516,10.253.40.25:44444
25_05_17:10,510,10.253.40.25:44444
25_05_17:15,528,10.253.40.25:44444
25_05_17:20,512,10.253.40.25:44444
25_05_17:25,487,10.253.40.25:44444
25_05_17:30,486,10.253.40.25:44444
25_05_17:35,483,10.253.40.25:44444
25_05_17:40,453,10.253.40.25:44444
25_05_17:45,477,10.253.40.25:44444
25_05_17:50,523,10.253.40.25:44444
25_05_17:55,537,10.253.40.25:44444
25_05_17:00,435,10.253.40.26:44444
25_05_17:05,451,10.253.40.26:44444
25_05_17:10,433,10.253.40.26:44444
25_05_17:15,419,10.253.40.26:44444
25_05_17:20,425,10.253.40.26:44444
25_05_17:25,441,10.253.40.26:44444
25_05_17:30,400,10.253.40.26:44444
25_05_17:35,408,10.253.40.26:44444
25_05_17:40,430,10.253.40.26:44444
25_05_17:45,417,10.253.40.26:44444
25_05_17:50,425,10.253.40.26:44444
25_05_17:55,454,10.253.40.26:44444
25_05_17:00,642,10.253.40.27:44444
25_05_17:05,663,10.253.40.27:44444
25_05_17:10,667,10.253.40.27:44444
25_05_17:15,664,10.253.40.27:44444
25_05_17:20,664,10.253.40.27:44444
25_05_17:25,660,10.253.40.27:44444
25_05_17:30,646,10.253.40.27:44444
25_05_17:35,654,10.253.40.27:44444
25_05_17:40,675,10.253.40.27:44444
25_05_17:45,654,10.253.40.27:44444
25_05_17:50,669,10.253.40.27:44444
25_05_17:55,674,10.253.40.27:44444
25_05_17:00,451,10.253.40.28:44444
25_05_17:05,489,10.253.40.28:44444
25_05_17:10,499,10.253.40.28:44444
25_05_17:15,495,10.253.40.28:44444
25_05_17:20,487,10.253.40.28:44444
25_05_17:25,487,10.253.40.28:44444
25_05_17:30,475,10.253.40.28:44444
25_05_17:35,463,10.253.40.28:44444
25_05_17:40,486,10.253.40.28:44444
25_05_17:45,484,10.253.40.28:44444
25_05_17:50,489,10.253.40.28:44444
25_05_17:55,463,10.253.40.28:44444
25_05_17:00,522,10.253.40.29:44444
25_05_17:05,541,10.253.40.29:44444
25_05_17:10,532,10.253.40.29:44444
25_05_17:15,512,10.253.40.29:44444
25_05_17:20,491,10.253.40.29:44444
25_05_17:25,511,10.253.40.29:44444
25_05_17:30,521,10.253.40.29:44444
25_05_17:35,516,10.253.40.29:44444
25_05_17:40,498,10.253.40.29:44444
25_05_17:45,506,10.253.40.29:44444
25_05_17:50,542,10.253.40.29:44444
25_05_17:55,559,10.253.40.29:44444
25_05_17:00,604,10.253.40.30:44444
25_05_17:05,549,10.253.40.30:44444
25_05_17:10,544,10.253.40.30:44444
25_05_17:15,510,10.253.40.30:44444
25_05_17:20,523,10.253.40.30:44444
25_05_17:25,514,10.253.40.30:44444
25_05_17:30,526,10.253.40.30:44444
25_05_17:35,524,10.253.40.30:44444
25_05_17:40,532,10.253.40.30:44444
25_05_17:45,522,10.253.40.30:44444
25_05_17:50,524,10.253.40.30:44444
25_05_17:55,524,10.253.40.30:44444
25_05_17:00,476,10.253.40.31:44444
25_05_17:05,489,10.253.40.31:44444
25_05_17:10,497,10.253.40.31:44444
25_05_17:15,527,10.253.40.31:44444
25_05_17:20,523,10.253.40.31:44444
25_05_17:25,530,10.253.40.31:44444
25_05_17:30,516,10.253.40.31:44444
25_05_17:35,527,10.253.40.31:44444
25_05_17:40,544,10.253.40.31:44444
25_05_17:45,565,10.253.40.31:44444
25_05_17:50,550,10.253.40.31:44444
25_05_17:55,539,10.253.40.31:44444
25_05_17:00,501,10.253.40.32:44444
25_05_17:05,509,10.253.40.32:44444
25_05_17:10,523,10.253.40.32:44444
25_05_17:15,591,10.253.40.32:44444
25_05_17:20,612,10.253.40.32:44444
25_05_17:25,537,10.253.40.32:44444
25_05_17:30,515,10.253.40.32:44444
25_05_17:35,530,10.253.40.32:44444
25_05_17:40,540,10.253.40.32:44444
25_05_17:45,546,10.253.40.32:44444
25_05_17:50,564,10.253.40.32:44444
25_05_17:55,560,10.253.40.32:44444
25_05_17:00,15,10.253.40.33:44444
25_05_17:05,18,10.253.40.33:44444
25_05_17:10,17,10.253.40.33:44444
25_05_17:15,55,10.253.40.33:44444
25_05_17:20,95,10.253.40.33:44444
25_05_17:25,78,10.253.40.33:44444
25_05_17:30,37,10.253.40.33:44444
25_05_17:35,28,10.253.40.33:44444
25_05_17:40,35,10.253.40.33:44444
25_05_17:45,114,10.253.40.33:44444
25_05_17:50,165,10.253.40.33:44444
25_05_17:55,117,10.253.40.33:44444
25_05_17:00,63,10.253.40.34:44444
25_05_17:05,63,10.253.40.34:44444
25_05_17:10,40,10.253.40.34:44444
25_05_17:15,41,10.253.40.34:44444
25_05_17:20,48,10.253.40.34:44444
25_05_17:25,43,10.253.40.34:44444
25_05_17:30,59,10.253.40.34:44444
25_05_17:35,67,10.253.40.34:44444
25_05_17:40,59,10.253.40.34:44444
25_05_17:45,72,10.253.40.34:44444
25_05_17:50,76,10.253.40.34:44444
25_05_17:55,108,10.253.40.34:44444
25_05_17:00,40,10.253.40.35:44444
25_05_17:05,42,10.253.40.35:44444
25_05_17:10,42,10.253.40.35:44444
25_05_17:15,40,10.253.40.35:44444
25_05_17:20,40,10.253.40.35:44444
25_05_17:25,41,10.253.40.35:44444
25_05_17:30,41,10.253.40.35:44444
25_05_17:35,43,10.253.40.35:44444
25_05_17:40,43,10.253.40.35:44444
25_05_17:45,77,10.253.40.35:44444
25_05_17:50,113,10.253.40.35:44444
25_05_17:55,107,10.253.40.35:44444
25_05_17:00,21,10.253.40.36:44444
25_05_17:05,29,10.253.40.36:44444
25_05_17:10,26,10.253.40.36:44444
25_05_17:15,22,10.253.40.36:44444
25_05_17:20,36,10.253.40.36:44444
25_05_17:25,39,10.253.40.36:44444
25_05_17:30,26,10.253.40.36:44444
25_05_17:35,57,10.253.40.36:44444
25_05_17:40,54,10.253.40.36:44444
25_05_17:45,60,10.253.40.36:44444
25_05_17:50,99,10.253.40.36:44444
25_05_17:55,85,10.253.40.36:44444
25_05_18:00,539,10.253.40.11:44444
25_05_18:05,513,10.253.40.11:44444
25_05_18:10,458,10.253.40.11:44444
25_05_18:15,450,10.253.40.11:44444
25_05_18:20,503,10.253.40.11:44444
25_05_18:25,534,10.253.40.11:44444
25_05_18:30,541,10.253.40.11:44444
25_05_18:35,555,10.253.40.11:44444
25_05_18:40,495,10.253.40.11:44444
25_05_18:45,508,10.253.40.11:44444
25_05_18:50,522,10.253.40.11:44444
25_05_18:55,537,10.253.40.11:44444
25_05_18:00,647,10.253.40.12:44444
25_05_18:05,657,10.253.40.12:44444
25_05_18:10,603,10.253.40.12:44444
25_05_18:15,587,10.253.40.12:44444
25_05_18:20,567,10.253.40.12:44444
25_05_18:25,594,10.253.40.12:44444
25_05_18:30,622,10.253.40.12:44444
25_05_18:35,645,10.253.40.12:44444
25_05_18:40,611,10.253.40.12:44444
25_05_18:45,557,10.253.40.12:44444
25_05_18:50,559,10.253.40.12:44444
25_05_18:55,565,10.253.40.12:44444
25_05_18:00,561,10.253.40.13:44444
25_05_18:05,576,10.253.40.13:44444
25_05_18:10,591,10.253.40.13:44444
25_05_18:15,552,10.253.40.13:44444
25_05_18:20,556,10.253.40.13:44444
25_05_18:25,597,10.253.40.13:44444
25_05_18:30,635,10.253.40.13:44444
25_05_18:35,627,10.253.40.13:44444
25_05_18:40,591,10.253.40.13:44444
25_05_18:45,551,10.253.40.13:44444
25_05_18:50,539,10.253.40.13:44444
25_05_18:55,576,10.253.40.13:44444
25_05_18:00,508,10.253.40.14:44444
25_05_18:05,525,10.253.40.14:44444
25_05_18:10,521,10.253.40.14:44444
25_05_18:15,573,10.253.40.14:44444
25_05_18:20,563,10.253.40.14:44444
25_05_18:25,580,10.253.40.14:44444
25_05_18:30,556,10.253.40.14:44444
25_05_18:35,570,10.253.40.14:44444
25_05_18:40,551,10.253.40.14:44444
25_05_18:45,544,10.253.40.14:44444
25_05_18:50,546,10.253.40.14:44444
25_05_18:55,533,10.253.40.14:44444
25_05_18:00,544,10.253.40.15:44444
25_05_18:05,550,10.253.40.15:44444
25_05_18:10,552,10.253.40.15:44444
25_05_18:15,544,10.253.40.15:44444
25_05_18:20,542,10.253.40.15:44444
25_05_18:25,580,10.253.40.15:44444
25_05_18:30,580,10.253.40.15:44444
